Species	geneA	geneB	confidence	geneRegType
HS	WNT3A	FZD7	1	4
HS	WNT3A	FZD8	1	4
HS	WNT3A	FZD9	1	4
HS	WNT3A	LRP6	1	4
HS	WNT3A	LRP5	1	4
HS	BAMBI	LRP6	1	4
HS	BAMBI	LRP6	1	6
HS	BAMBI	LRP5	1	4
HS	BAMBI	LRP5	1	6
HS	BAMBI	FZD10	1	4
HS	BAMBI	FZD10	1	6
HS	BAMBI	FZD2	1	4
HS	BAMBI	FZD2	1	6
HS	BAMBI	FZD5	1	4
HS	BAMBI	FZD5	1	6
HS	BAMBI	FZD3	1	4
HS	BAMBI	FZD3	1	6
HS	BAMBI	FZD1	1	4
HS	BAMBI	FZD1	1	6
HS	BAMBI	FZD4	1	4
HS	BAMBI	FZD4	1	6
HS	BAMBI	FZD6	1	4
HS	BAMBI	FZD6	1	6
HS	BAMBI	FZD7	1	4
HS	BAMBI	FZD7	1	6
HS	BAMBI	FZD8	1	4
HS	BAMBI	FZD8	1	6
HS	BAMBI	FZD9	1	4
HS	BAMBI	FZD9	1	6
HS	BAMBI	DVL1	1	4
HS	BAMBI	DVL2	1	4
HS	BAMBI	DVL3	1	4
HS	SOST	LRP6	1	7
HS	SOST	LRP5	1	7
HS	SERPINF1	LRP6	1	7
HS	SERPINF1	LRP5	1	7
HS	INVS	DVL1	1	6
HS	INVS	DVL2	1	6
HS	INVS	DVL3	1	6
HS	ZIC2	GLI1	1	6
HS	ZIC2	GLI2	1	6
HS	ZIC2	GLI3	1	6
HS	CSNK1E	GLI1	1	7
HS	CSNK1E	GLI1	1	9
HS	CSNK1E	GLI2	1	7
HS	CSNK1E	GLI2	1	9
HS	CSNK1E	GLI3	1	7
HS	CSNK1E	GLI3	1	9
HS	CSNK1A1L	GLI1	1	7
HS	CSNK1A1L	GLI1	1	9
HS	CSNK1A1L	GLI2	1	7
HS	CSNK1A1L	GLI2	1	9
HS	CSNK1A1L	GLI3	1	7
HS	CSNK1A1L	GLI3	1	9
HS	CSNK1A1	GLI1	1	7
HS	CSNK1A1	GLI1	1	9
HS	CSNK1A1	GLI2	1	7
HS	CSNK1A1	GLI2	1	9
HS	CSNK1A1	GLI3	1	7
HS	CSNK1A1	GLI3	1	9
HS	CSNK1D	GLI1	1	7
HS	CSNK1D	GLI1	1	9
HS	CSNK1D	GLI2	1	7
HS	CSNK1D	GLI2	1	9
HS	CSNK1D	GLI3	1	7
HS	CSNK1D	GLI3	1	9
HS	CSNK1G2	GLI1	1	7
HS	CSNK1G2	GLI1	1	9
HS	CSNK1G2	GLI2	1	7
HS	CSNK1G2	GLI2	1	9
HS	CSNK1G2	GLI3	1	7
HS	CSNK1G2	GLI3	1	9
HS	CSNK1G3	GLI1	1	7
HS	CSNK1G3	GLI1	1	9
HS	CSNK1G3	GLI2	1	7
HS	CSNK1G3	GLI2	1	9
HS	CSNK1G3	GLI3	1	7
HS	CSNK1G3	GLI3	1	9
HS	CSNK1G1	GLI1	1	7
HS	CSNK1G1	GLI1	1	9
HS	CSNK1G1	GLI2	1	7
HS	CSNK1G1	GLI2	1	9
HS	CSNK1G1	GLI3	1	7
HS	CSNK1G1	GLI3	1	9
HS	GSK3B	GLI1	1	7
HS	GSK3B	GLI1	1	9
HS	GSK3B	GLI2	1	7
HS	GSK3B	GLI2	1	9
HS	GSK3B	GLI3	1	7
HS	GSK3B	GLI3	1	9
HS	PRKACA	GLI1	1	7
HS	PRKACA	GLI1	1	9
HS	PRKACA	GLI2	1	7
HS	PRKACA	GLI2	1	9
HS	PRKACA	GLI3	1	7
HS	PRKACA	GLI3	1	9
HS	PRKACB	GLI1	1	7
HS	PRKACB	GLI1	1	9
HS	PRKACB	GLI2	1	7
HS	PRKACB	GLI2	1	9
HS	PRKACB	GLI3	1	7
HS	PRKACB	GLI3	1	9
HS	PRKACG	GLI1	1	7
HS	PRKACG	GLI1	1	9
HS	PRKACG	GLI2	1	7
HS	PRKACG	GLI2	1	9
HS	PRKACG	GLI3	1	7
HS	PRKACG	GLI3	1	9
HS	FBXW11	GLI1	1	7
HS	FBXW11	GLI2	1	7
HS	FBXW11	GLI3	1	7
HS	BTRC	GLI1	1	7
HS	BTRC	GLI2	1	7
HS	BTRC	GLI3	1	7
HS	GLI1	WNT16	1	8
HS	GLI1	WNT4	1	8
HS	GLI1	WNT1	1	8
HS	GLI1	WNT2	1	8
HS	GLI1	WNT3	1	8
HS	GLI1	WNT5A	1	8
HS	GLI1	WNT6	1	8
HS	GLI1	WNT7A	1	8
HS	GLI1	WNT7B	1	8
HS	GLI1	WNT8A	1	8
HS	GLI1	WNT8B	1	8
HS	GLI1	WNT10B	1	8
HS	GLI1	WNT11	1	8
HS	GLI1	WNT2B	1	8
HS	GLI1	WNT9A	1	8
HS	GLI1	WNT9B	1	8
HS	GLI1	WNT10A	1	8
HS	GLI1	WNT5B	1	8
HS	GLI1	WNT3A	1	8
HS	GLI1	BMP2	1	8
HS	GLI1	BMP4	1	8
HS	GLI1	PTCH1	1	8
HS	GLI1	PTCH2	1	8
HS	GLI2	WNT16	1	8
HS	GLI2	WNT4	1	8
HS	GLI2	WNT1	1	8
HS	GLI2	WNT2	1	8
HS	GLI2	WNT3	1	8
HS	GLI2	WNT5A	1	8
HS	GLI2	WNT6	1	8
HS	GLI2	WNT7A	1	8
HS	GLI2	WNT7B	1	8
HS	GLI2	WNT8A	1	8
HS	GLI2	WNT8B	1	8
HS	GLI2	WNT10B	1	8
HS	GLI2	WNT11	1	8
HS	GLI2	WNT2B	1	8
HS	GLI2	WNT9A	1	8
HS	GLI2	WNT9B	1	8
HS	GLI2	WNT10A	1	8
HS	GLI2	WNT5B	1	8
HS	GLI2	WNT3A	1	8
HS	GLI2	BMP2	1	8
HS	GLI2	BMP4	1	8
HS	GLI2	PTCH1	1	8
HS	GLI2	PTCH2	1	8
HS	GLI3	WNT16	1	8
HS	GLI3	WNT4	1	8
HS	GLI3	WNT1	1	8
HS	GLI3	WNT2	1	8
HS	GLI3	WNT3	1	8
HS	GLI3	WNT5A	1	8
HS	GLI3	WNT6	1	8
HS	GLI3	WNT7A	1	8
HS	GLI3	WNT7B	1	8
HS	GLI3	WNT8A	1	8
HS	GLI3	WNT8B	1	8
HS	GLI3	WNT10B	1	8
HS	GLI3	WNT11	1	8
HS	GLI3	WNT2B	1	8
HS	GLI3	WNT9A	1	8
HS	GLI3	WNT9B	1	8
HS	GLI3	WNT10A	1	8
HS	GLI3	WNT5B	1	8
HS	GLI3	WNT3A	1	8
HS	GLI3	BMP2	1	8
HS	GLI3	BMP4	1	8
HS	GLI3	PTCH1	1	8
HS	GLI3	PTCH2	1	8
HS	RAB23	SMO	1	7
HS	LRP2	IHH	1	6
HS	LRP2	DHH	1	6
HS	LRP2	SHH	1	6
HS	SMO	PTCH1	1	5
HS	SMO	SUFU	1	4
HS	SMO	STK36	1	4
HS	GAS1	IHH	1	7
HS	GAS1	DHH	1	7
HS	GAS1	SHH	1	7
HS	HHIP	IHH	1	7
HS	HHIP	DHH	1	7
HS	HHIP	SHH	1	7
HS	IHH	PTCH1	1	4
HS	DHH	PTCH1	1	4
HS	SHH	PTCH1	1	4
HS	AKT3	MTOR	1	4
HS	AKT3	MTOR	1	3
HS	AKT1	MTOR	1	4
HS	AKT1	MTOR	1	3
HS	AKT2	MTOR	1	4
HS	AKT2	MTOR	1	3
HS	PIK3R5	AKT3	1	4
HS	PIK3R5	AKT3	1	3
HS	PIK3R5	AKT1	1	4
HS	PIK3R5	AKT1	1	3
HS	PIK3R5	AKT2	1	4
HS	PIK3R5	AKT2	1	3
HS	PIK3CA	AKT3	1	4
HS	PIK3CA	AKT3	1	3
HS	PIK3CA	AKT1	1	4
HS	PIK3CA	AKT1	1	3
HS	PIK3CA	AKT2	1	4
HS	PIK3CA	AKT2	1	3
HS	PIK3CB	AKT3	1	4
HS	PIK3CB	AKT3	1	3
HS	PIK3CB	AKT1	1	4
HS	PIK3CB	AKT1	1	3
HS	PIK3CB	AKT2	1	4
HS	PIK3CB	AKT2	1	3
HS	PIK3CD	AKT3	1	4
HS	PIK3CD	AKT3	1	3
HS	PIK3CD	AKT1	1	4
HS	PIK3CD	AKT1	1	3
HS	PIK3CD	AKT2	1	4
HS	PIK3CD	AKT2	1	3
HS	PIK3CG	AKT3	1	4
HS	PIK3CG	AKT3	1	3
HS	PIK3CG	AKT1	1	4
HS	PIK3CG	AKT1	1	3
HS	PIK3CG	AKT2	1	4
HS	PIK3CG	AKT2	1	3
HS	PIK3R1	AKT3	1	4
HS	PIK3R1	AKT3	1	3
HS	PIK3R1	AKT1	1	4
HS	PIK3R1	AKT1	1	3
HS	PIK3R1	AKT2	1	4
HS	PIK3R1	AKT2	1	3
HS	PIK3R2	AKT3	1	4
HS	PIK3R2	AKT3	1	3
HS	PIK3R2	AKT1	1	4
HS	PIK3R2	AKT1	1	3
HS	PIK3R2	AKT2	1	4
HS	PIK3R2	AKT2	1	3
HS	PIK3R3	AKT3	1	4
HS	PIK3R3	AKT3	1	3
HS	PIK3R3	AKT1	1	4
HS	PIK3R3	AKT1	1	3
HS	PIK3R3	AKT2	1	4
HS	PIK3R3	AKT2	1	3
HS	SOS1	HRAS	1	4
HS	SOS2	HRAS	1	4
HS	GRB2	SOS1	1	4
HS	GRB2	SOS2	1	4
HS	CISH	STAT1	1	7
HS	CISH	STAT2	1	7
HS	CISH	STAT3	1	7
HS	CISH	STAT4	1	7
HS	CISH	STAT5A	1	7
HS	CISH	STAT5B	1	7
HS	CISH	STAT6	1	7
HS	SOCS4	JAK1	1	7
HS	SOCS4	JAK2	1	7
HS	SOCS4	JAK3	1	7
HS	SOCS4	TYK2	1	7
HS	SOCS7	JAK1	1	7
HS	SOCS7	JAK2	1	7
HS	SOCS7	JAK3	1	7
HS	SOCS7	TYK2	1	7
HS	SOCS1	JAK1	1	7
HS	SOCS1	JAK2	1	7
HS	SOCS1	JAK3	1	7
HS	SOCS1	TYK2	1	7
HS	SOCS2	JAK1	1	7
HS	SOCS2	JAK2	1	7
HS	SOCS2	JAK3	1	7
HS	SOCS2	TYK2	1	7
HS	SOCS3	JAK1	1	7
HS	SOCS3	JAK2	1	7
HS	SOCS3	JAK3	1	7
HS	SOCS3	TYK2	1	7
HS	SOCS6	JAK1	1	7
HS	SOCS6	JAK2	1	7
HS	SOCS6	JAK3	1	7
HS	SOCS6	TYK2	1	7
HS	SOCS5	JAK1	1	7
HS	SOCS5	JAK2	1	7
HS	SOCS5	JAK3	1	7
HS	SOCS5	TYK2	1	7
HS	CREBBP	STAT1	1	4
HS	CREBBP	STAT2	1	4
HS	CREBBP	STAT3	1	4
HS	CREBBP	STAT4	1	4
HS	CREBBP	STAT5A	1	4
HS	CREBBP	STAT5B	1	4
HS	CREBBP	STAT6	1	4
HS	EP300	STAT1	1	4
HS	EP300	STAT2	1	4
HS	EP300	STAT3	1	4
HS	EP300	STAT4	1	4
HS	EP300	STAT5A	1	4
HS	EP300	STAT5B	1	4
HS	EP300	STAT6	1	4
HS	STAT1	STAT1	1	NA
HS	STAT1	STAT2	1	NA
HS	STAT1	STAT3	1	NA
HS	STAT1	STAT4	1	NA
HS	STAT1	STAT5A	1	NA
HS	STAT1	STAT5B	1	NA
HS	STAT1	STAT6	1	NA
HS	STAT1	CISH	1	8
HS	STAT1	BCL2	1	8
HS	STAT1	BCL2L1	1	8
HS	STAT1	MYC	1	8
HS	STAT1	CDKN1A	1	8
HS	STAT1	AOX1	1	8
HS	STAT1	GFAP	1	8
HS	STAT1	SOCS4	1	8
HS	STAT1	SOCS7	1	8
HS	STAT1	SOCS1	1	8
HS	STAT1	SOCS2	1	8
HS	STAT1	SOCS3	1	8
HS	STAT1	SOCS6	1	8
HS	STAT1	SOCS5	1	8
HS	STAT1	MCL1	1	8
HS	STAT1	PIM1	1	8
HS	STAT1	CCND1	1	8
HS	STAT1	CCND2	1	8
HS	STAT1	CCND3	1	8
HS	STAT1	IRF9	1	6
HS	STAT2	STAT1	1	NA
HS	STAT2	STAT2	1	NA
HS	STAT2	STAT3	1	NA
HS	STAT2	STAT4	1	NA
HS	STAT2	STAT5A	1	NA
HS	STAT2	STAT5B	1	NA
HS	STAT2	STAT6	1	NA
HS	STAT2	CISH	1	8
HS	STAT2	BCL2	1	8
HS	STAT2	BCL2L1	1	8
HS	STAT2	MYC	1	8
HS	STAT2	CDKN1A	1	8
HS	STAT2	AOX1	1	8
HS	STAT2	GFAP	1	8
HS	STAT2	SOCS4	1	8
HS	STAT2	SOCS7	1	8
HS	STAT2	SOCS1	1	8
HS	STAT2	SOCS2	1	8
HS	STAT2	SOCS3	1	8
HS	STAT2	SOCS6	1	8
HS	STAT2	SOCS5	1	8
HS	STAT2	MCL1	1	8
HS	STAT2	PIM1	1	8
HS	STAT2	CCND1	1	8
HS	STAT2	CCND2	1	8
HS	STAT2	CCND3	1	8
HS	STAT2	IRF9	1	6
HS	STAT3	STAT1	1	NA
HS	STAT3	STAT2	1	NA
HS	STAT3	STAT3	1	NA
HS	STAT3	STAT4	1	NA
HS	STAT3	STAT5A	1	NA
HS	STAT3	STAT5B	1	NA
HS	STAT3	STAT6	1	NA
HS	STAT3	CISH	1	8
HS	STAT3	BCL2	1	8
HS	STAT3	BCL2L1	1	8
HS	STAT3	MYC	1	8
HS	STAT3	CDKN1A	1	8
HS	STAT3	AOX1	1	8
HS	STAT3	GFAP	1	8
HS	STAT3	SOCS4	1	8
HS	STAT3	SOCS7	1	8
HS	STAT3	SOCS1	1	8
HS	STAT3	SOCS2	1	8
HS	STAT3	SOCS3	1	8
HS	STAT3	SOCS6	1	8
HS	STAT3	SOCS5	1	8
HS	STAT3	MCL1	1	8
HS	STAT3	PIM1	1	8
HS	STAT3	CCND1	1	8
HS	STAT3	CCND2	1	8
HS	STAT3	CCND3	1	8
HS	STAT3	IRF9	1	6
HS	STAT4	STAT1	1	NA
HS	STAT4	STAT2	1	NA
HS	STAT4	STAT3	1	NA
HS	STAT4	STAT4	1	NA
HS	STAT4	STAT5A	1	NA
HS	STAT4	STAT5B	1	NA
HS	STAT4	STAT6	1	NA
HS	STAT4	CISH	1	8
HS	STAT4	BCL2	1	8
HS	STAT4	BCL2L1	1	8
HS	STAT4	MYC	1	8
HS	STAT4	CDKN1A	1	8
HS	STAT4	AOX1	1	8
HS	STAT4	GFAP	1	8
HS	STAT4	SOCS4	1	8
HS	STAT4	SOCS7	1	8
HS	STAT4	SOCS1	1	8
HS	STAT4	SOCS2	1	8
HS	STAT4	SOCS3	1	8
HS	STAT4	SOCS6	1	8
HS	STAT4	SOCS5	1	8
HS	STAT4	MCL1	1	8
HS	STAT4	PIM1	1	8
HS	STAT4	CCND1	1	8
HS	STAT4	CCND2	1	8
HS	STAT4	CCND3	1	8
HS	STAT4	IRF9	1	6
HS	STAT5A	STAT1	1	NA
HS	STAT5A	STAT2	1	NA
HS	STAT5A	STAT3	1	NA
HS	STAT5A	STAT4	1	NA
HS	STAT5A	STAT5A	1	NA
HS	STAT5A	STAT5B	1	NA
HS	STAT5A	STAT6	1	NA
HS	STAT5A	CISH	1	8
HS	STAT5A	BCL2	1	8
HS	STAT5A	BCL2L1	1	8
HS	STAT5A	MYC	1	8
HS	STAT5A	CDKN1A	1	8
HS	STAT5A	AOX1	1	8
HS	STAT5A	GFAP	1	8
HS	STAT5A	SOCS4	1	8
HS	STAT5A	SOCS7	1	8
HS	STAT5A	SOCS1	1	8
HS	STAT5A	SOCS2	1	8
HS	STAT5A	SOCS3	1	8
HS	STAT5A	SOCS6	1	8
HS	STAT5A	SOCS5	1	8
HS	STAT5A	MCL1	1	8
HS	STAT5A	PIM1	1	8
HS	STAT5A	CCND1	1	8
HS	STAT5A	CCND2	1	8
HS	STAT5A	CCND3	1	8
HS	STAT5A	IRF9	1	6
HS	STAT5B	STAT1	1	NA
HS	STAT5B	STAT2	1	NA
HS	STAT5B	STAT3	1	NA
HS	STAT5B	STAT4	1	NA
HS	STAT5B	STAT5A	1	NA
HS	STAT5B	STAT5B	1	NA
HS	STAT5B	STAT6	1	NA
HS	STAT5B	CISH	1	8
HS	STAT5B	BCL2	1	8
HS	STAT5B	BCL2L1	1	8
HS	STAT5B	MYC	1	8
HS	STAT5B	CDKN1A	1	8
HS	STAT5B	AOX1	1	8
HS	STAT5B	GFAP	1	8
HS	STAT5B	SOCS4	1	8
HS	STAT5B	SOCS7	1	8
HS	STAT5B	SOCS1	1	8
HS	STAT5B	SOCS2	1	8
HS	STAT5B	SOCS3	1	8
HS	STAT5B	SOCS6	1	8
HS	STAT5B	SOCS5	1	8
HS	STAT5B	MCL1	1	8
HS	STAT5B	PIM1	1	8
HS	STAT5B	CCND1	1	8
HS	STAT5B	CCND2	1	8
HS	STAT5B	CCND3	1	8
HS	STAT5B	IRF9	1	6
HS	STAT6	STAT1	1	NA
HS	STAT6	STAT2	1	NA
HS	STAT6	STAT3	1	NA
HS	STAT6	STAT4	1	NA
HS	STAT6	STAT5A	1	NA
HS	STAT6	STAT5B	1	NA
HS	STAT6	STAT6	1	NA
HS	STAT6	CISH	1	8
HS	STAT6	BCL2	1	8
HS	STAT6	BCL2L1	1	8
HS	STAT6	MYC	1	8
HS	STAT6	CDKN1A	1	8
HS	STAT6	AOX1	1	8
HS	STAT6	GFAP	1	8
HS	STAT6	SOCS4	1	8
HS	STAT6	SOCS7	1	8
HS	STAT6	SOCS1	1	8
HS	STAT6	SOCS2	1	8
HS	STAT6	SOCS3	1	8
HS	STAT6	SOCS6	1	8
HS	STAT6	SOCS5	1	8
HS	STAT6	MCL1	1	8
HS	STAT6	PIM1	1	8
HS	STAT6	CCND1	1	8
HS	STAT6	CCND2	1	8
HS	STAT6	CCND3	1	8
HS	STAT6	IRF9	1	6
HS	PIAS3	STAT1	1	7
HS	PIAS3	STAT2	1	7
HS	PIAS3	STAT3	1	7
HS	PIAS3	STAT4	1	7
HS	PIAS3	STAT5A	1	7
HS	PIAS3	STAT5B	1	7
HS	PIAS3	STAT6	1	7
HS	PIAS4	STAT1	1	7
HS	PIAS4	STAT2	1	7
HS	PIAS4	STAT3	1	7
HS	PIAS4	STAT4	1	7
HS	PIAS4	STAT5A	1	7
HS	PIAS4	STAT5B	1	7
HS	PIAS4	STAT6	1	7
HS	PIAS1	STAT1	1	7
HS	PIAS1	STAT2	1	7
HS	PIAS1	STAT3	1	7
HS	PIAS1	STAT4	1	7
HS	PIAS1	STAT5A	1	7
HS	PIAS1	STAT5B	1	7
HS	PIAS1	STAT6	1	7
HS	PIAS2	STAT1	1	7
HS	PIAS2	STAT2	1	7
HS	PIAS2	STAT3	1	7
HS	PIAS2	STAT4	1	7
HS	PIAS2	STAT5A	1	7
HS	PIAS2	STAT5B	1	7
HS	PIAS2	STAT6	1	7
HS	PTPN6	JAK1	1	7
HS	PTPN6	JAK1	1	1
HS	PTPN6	JAK2	1	7
HS	PTPN6	JAK2	1	1
HS	PTPN6	JAK3	1	7
HS	PTPN6	JAK3	1	1
HS	PTPN6	TYK2	1	7
HS	PTPN6	TYK2	1	1
HS	STAM2	JAK1	1	4
HS	STAM2	JAK2	1	4
HS	STAM2	JAK3	1	4
HS	STAM2	TYK2	1	4
HS	STAM	JAK1	1	4
HS	STAM	JAK2	1	4
HS	STAM	JAK3	1	4
HS	STAM	TYK2	1	4
HS	JAK1	STAT1	1	4
HS	JAK1	STAT1	1	9
HS	JAK1	STAT2	1	4
HS	JAK1	STAT2	1	9
HS	JAK1	STAT3	1	4
HS	JAK1	STAT3	1	9
HS	JAK1	STAT4	1	4
HS	JAK1	STAT4	1	9
HS	JAK1	STAT5A	1	4
HS	JAK1	STAT5A	1	9
HS	JAK1	STAT5B	1	4
HS	JAK1	STAT5B	1	9
HS	JAK1	STAT6	1	4
HS	JAK1	STAT6	1	9
HS	JAK1	PTPN11	1	4
HS	JAK1	PTPN11	1	9
HS	JAK1	PIK3R5	1	4
HS	JAK1	PIK3R5	1	9
HS	JAK1	PIK3CA	1	4
HS	JAK1	PIK3CA	1	9
HS	JAK1	PIK3CB	1	4
HS	JAK1	PIK3CB	1	9
HS	JAK1	PIK3CD	1	4
HS	JAK1	PIK3CD	1	9
HS	JAK1	PIK3CG	1	4
HS	JAK1	PIK3CG	1	9
HS	JAK1	PIK3R1	1	4
HS	JAK1	PIK3R1	1	9
HS	JAK1	PIK3R2	1	4
HS	JAK1	PIK3R2	1	9
HS	JAK1	PIK3R3	1	4
HS	JAK1	PIK3R3	1	9
HS	JAK2	STAT1	1	4
HS	JAK2	STAT1	1	9
HS	JAK2	STAT2	1	4
HS	JAK2	STAT2	1	9
HS	JAK2	STAT3	1	4
HS	JAK2	STAT3	1	9
HS	JAK2	STAT4	1	4
HS	JAK2	STAT4	1	9
HS	JAK2	STAT5A	1	4
HS	JAK2	STAT5A	1	9
HS	JAK2	STAT5B	1	4
HS	JAK2	STAT5B	1	9
HS	JAK2	STAT6	1	4
HS	JAK2	STAT6	1	9
HS	JAK2	PTPN11	1	4
HS	JAK2	PTPN11	1	9
HS	JAK2	PIK3R5	1	4
HS	JAK2	PIK3R5	1	9
HS	JAK2	PIK3CA	1	4
HS	JAK2	PIK3CA	1	9
HS	JAK2	PIK3CB	1	4
HS	JAK2	PIK3CB	1	9
HS	JAK2	PIK3CD	1	4
HS	JAK2	PIK3CD	1	9
HS	JAK2	PIK3CG	1	4
HS	JAK2	PIK3CG	1	9
HS	JAK2	PIK3R1	1	4
HS	JAK2	PIK3R1	1	9
HS	JAK2	PIK3R2	1	4
HS	JAK2	PIK3R2	1	9
HS	JAK2	PIK3R3	1	4
HS	JAK2	PIK3R3	1	9
HS	JAK3	STAT1	1	4
HS	JAK3	STAT1	1	9
HS	JAK3	STAT2	1	4
HS	JAK3	STAT2	1	9
HS	JAK3	STAT3	1	4
HS	JAK3	STAT3	1	9
HS	JAK3	STAT4	1	4
HS	JAK3	STAT4	1	9
HS	JAK3	STAT5A	1	4
HS	JAK3	STAT5A	1	9
HS	JAK3	STAT5B	1	4
HS	JAK3	STAT5B	1	9
HS	JAK3	STAT6	1	4
HS	JAK3	STAT6	1	9
HS	JAK3	PTPN11	1	4
HS	JAK3	PTPN11	1	9
HS	JAK3	PIK3R5	1	4
HS	JAK3	PIK3R5	1	9
HS	JAK3	PIK3CA	1	4
HS	JAK3	PIK3CA	1	9
HS	JAK3	PIK3CB	1	4
HS	JAK3	PIK3CB	1	9
HS	JAK3	PIK3CD	1	4
HS	JAK3	PIK3CD	1	9
HS	JAK3	PIK3CG	1	4
HS	JAK3	PIK3CG	1	9
HS	JAK3	PIK3R1	1	4
HS	JAK3	PIK3R1	1	9
HS	JAK3	PIK3R2	1	4
HS	JAK3	PIK3R2	1	9
HS	JAK3	PIK3R3	1	4
HS	JAK3	PIK3R3	1	9
HS	TYK2	STAT1	1	4
HS	TYK2	STAT1	1	9
HS	TYK2	STAT2	1	4
HS	TYK2	STAT2	1	9
HS	TYK2	STAT3	1	4
HS	TYK2	STAT3	1	9
HS	TYK2	STAT4	1	4
HS	TYK2	STAT4	1	9
HS	TYK2	STAT5A	1	4
HS	TYK2	STAT5A	1	9
HS	TYK2	STAT5B	1	4
HS	TYK2	STAT5B	1	9
HS	TYK2	STAT6	1	4
HS	TYK2	STAT6	1	9
HS	TYK2	PTPN11	1	4
HS	TYK2	PTPN11	1	9
HS	TYK2	PIK3R5	1	4
HS	TYK2	PIK3R5	1	9
HS	TYK2	PIK3CA	1	4
HS	TYK2	PIK3CA	1	9
HS	TYK2	PIK3CB	1	4
HS	TYK2	PIK3CB	1	9
HS	TYK2	PIK3CD	1	4
HS	TYK2	PIK3CD	1	9
HS	TYK2	PIK3CG	1	4
HS	TYK2	PIK3CG	1	9
HS	TYK2	PIK3R1	1	4
HS	TYK2	PIK3R1	1	9
HS	TYK2	PIK3R2	1	4
HS	TYK2	PIK3R2	1	9
HS	TYK2	PIK3R3	1	4
HS	TYK2	PIK3R3	1	9
HS	FHL1	STAT1	1	10
HS	FHL1	STAT2	1	10
HS	FHL1	STAT3	1	10
HS	FHL1	STAT4	1	10
HS	FHL1	STAT5A	1	10
HS	FHL1	STAT5B	1	10
HS	FHL1	STAT6	1	10
HS	IL22RA2	JAK1	1	6
HS	IL22RA2	JAK2	1	6
HS	IL22RA2	JAK3	1	6
HS	IL22RA2	TYK2	1	6
HS	CNTFR	JAK1	1	6
HS	CNTFR	JAK2	1	6
HS	CNTFR	JAK3	1	6
HS	CNTFR	TYK2	1	6
HS	CSF2RA	JAK1	1	6
HS	CSF2RA	JAK2	1	6
HS	CSF2RA	JAK3	1	6
HS	CSF2RA	TYK2	1	6
HS	CSF2RB	JAK1	1	6
HS	CSF2RB	JAK2	1	6
HS	CSF2RB	JAK3	1	6
HS	CSF2RB	TYK2	1	6
HS	CSF3R	JAK1	1	6
HS	CSF3R	JAK2	1	6
HS	CSF3R	JAK3	1	6
HS	CSF3R	TYK2	1	6
HS	IL23R	JAK1	1	6
HS	IL23R	JAK2	1	6
HS	IL23R	JAK3	1	6
HS	IL23R	TYK2	1	6
HS	IFNLR1	JAK1	1	6
HS	IFNLR1	JAK2	1	6
HS	IFNLR1	JAK3	1	6
HS	IFNLR1	TYK2	1	6
HS	EPOR	JAK1	1	6
HS	EPOR	JAK2	1	6
HS	EPOR	JAK3	1	6
HS	EPOR	TYK2	1	6
HS	GHR	JAK1	1	6
HS	GHR	JAK2	1	6
HS	GHR	JAK3	1	6
HS	GHR	TYK2	1	6
HS	IFNAR1	JAK1	1	6
HS	IFNAR1	JAK2	1	6
HS	IFNAR1	JAK3	1	6
HS	IFNAR1	TYK2	1	6
HS	IFNAR2	JAK1	1	6
HS	IFNAR2	JAK2	1	6
HS	IFNAR2	JAK3	1	6
HS	IFNAR2	TYK2	1	6
HS	IFNGR1	JAK1	1	6
HS	IFNGR1	JAK2	1	6
HS	IFNGR1	JAK3	1	6
HS	IFNGR1	TYK2	1	6
HS	IFNGR2	JAK1	1	6
HS	IFNGR2	JAK2	1	6
HS	IFNGR2	JAK3	1	6
HS	IFNGR2	TYK2	1	6
HS	IL2RA	JAK1	1	6
HS	IL2RA	JAK2	1	6
HS	IL2RA	JAK3	1	6
HS	IL2RA	TYK2	1	6
HS	IL2RB	JAK1	1	6
HS	IL2RB	JAK2	1	6
HS	IL2RB	JAK3	1	6
HS	IL2RB	TYK2	1	6
HS	IL2RG	JAK1	1	6
HS	IL2RG	JAK2	1	6
HS	IL2RG	JAK3	1	6
HS	IL2RG	TYK2	1	6
HS	IL3RA	JAK1	1	6
HS	IL3RA	JAK2	1	6
HS	IL3RA	JAK3	1	6
HS	IL3RA	TYK2	1	6
HS	IL4R	JAK1	1	6
HS	IL4R	JAK2	1	6
HS	IL4R	JAK3	1	6
HS	IL4R	TYK2	1	6
HS	IL5RA	JAK1	1	6
HS	IL5RA	JAK2	1	6
HS	IL5RA	JAK3	1	6
HS	IL5RA	TYK2	1	6
HS	IL6R	JAK1	1	6
HS	IL6R	JAK2	1	6
HS	IL6R	JAK3	1	6
HS	IL6R	TYK2	1	6
HS	IL6ST	JAK1	1	6
HS	IL6ST	JAK2	1	6
HS	IL6ST	JAK3	1	6
HS	IL6ST	TYK2	1	6
HS	IL7R	JAK1	1	6
HS	IL7R	JAK2	1	6
HS	IL7R	JAK3	1	6
HS	IL7R	TYK2	1	6
HS	IL9R	JAK1	1	6
HS	IL9R	JAK2	1	6
HS	IL9R	JAK3	1	6
HS	IL9R	TYK2	1	6
HS	IL10RA	JAK1	1	6
HS	IL10RA	JAK2	1	6
HS	IL10RA	JAK3	1	6
HS	IL10RA	TYK2	1	6
HS	IL10RB	JAK1	1	6
HS	IL10RB	JAK2	1	6
HS	IL10RB	JAK3	1	6
HS	IL10RB	TYK2	1	6
